省份,城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,pH类别,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/1 4:00,Ⅱ,19.07,6.85,-,6.9,2.536,0.1488,0.0885,2.321,412.8,24.1,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/1 4:00,Ⅰ,19.83,7.8,-,8.9,0.25,0.03,0.01,1.03,133.9,3.95,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/1 4:00,Ⅳ,23.5,6.76,-,4.85,0.89,0.025,0.016,0.9,137.29,0.28,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/1 4:00,Ⅱ,21.74,7.06,-,9.274,1.086,0.15,0.0459,1.479,216.6,10.2,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/1 4:00,Ⅱ,20.6,8.186,-,8.134,0.7,0.1033,0.0523,1.5454,244.642,47.523,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/1 8:00,Ⅱ,22.9,7.31,-,6.979,0.68,0.03,0.013,0.826,112.7,2,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/1 8:00,Ⅲ,20.18,7.71,-,8.295,2.68,0.2442,0.1255,2.835,517,116.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/1 8:00,-3,23.1,8.05,-,6.553,,0.025,0.005,0.162,111.44,1.39,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/1 8:00,Ⅲ,20.08,7.37,-,7.376,2.947,0.14,0.1925,2.171,233.3,4.8,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/1 8:00,Ⅱ,23.04,7.82,-,7.492,2,0.09,0.0092,0.853,116.4,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/1 8:00,Ⅱ,19.93,7.44,-,10.066,2.94,0.0334,0.0365,1.229,188.5,27.1,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/1 8:00,Ⅱ,19.95,7.44,-,6.115,2.926,0.025,0.0746,1.987,303.4,15.3,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/1 8:00,Ⅱ,18.97,6.86,-,6.821,2.519,0.1387,0.0884,2.494,410.2,22.7,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/1 8:00,Ⅰ,19.81,7.81,-,8.99,0.69,0.03,0.01,1.05,133.51,6.03,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/1 8:00,Ⅳ,23.49,6.74,-,4.75,0.82,0.025,0.017,0.928,138.87,0.11,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/1 8:00,Ⅱ,21.78,7.02,-,9.174,1.135,0.22,0.0449,1.2,215.2,10.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/1 8:00,Ⅱ,20.57,8.203,-,8.182,0.76,0.0943,0.052,1.4811,261.186,52.017,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/1 12:00,Ⅱ,23.1,7.38,-,7.237,0.65,0.025,0.013,0.826,112.4,1.9,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/1 12:00,Ⅲ,20.78,7.71,-,8.257,2.96,0.255,0.1327,2.919,512.1,133,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/1 12:00,-3,23.6,8.1,-,6.777,,0.025,0.005,0.093,111.46,1.5,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/1 12:00,Ⅲ,20.83,7.39,-,7.845,2.982,0.1,0.1925,2.142,233.4,4.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/1 12:00,Ⅱ,23.53,7.9,-,7.529,1.91,0.11,0.0129,0.949,117.1,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/1 12:00,Ⅱ,20.4,7.79,-,9.826,2.204,0.0458,0.0374,0.902,188.8,39.4,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/1 12:00,Ⅱ,20.7,7.81,-,6.589,2.722,0.025,0.079,2.09,308.1,21.8,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/1 12:00,Ⅱ,20,6.92,-,7.085,2.519,0.1196,0.088,2.22,400.7,22.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/1 12:00,Ⅰ,20.73,7.89,-,9.48,0.8,0.03,0.01,1.08,133.63,3.43,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/1 12:00,Ⅲ,23.89,6.8,-,5.2,1.062,0.025,0.015,0.949,138.47,,,,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/1 12:00,Ⅱ,21.86,7.01,-,9.059,0.25,0.2,0.0411,1.27,213.3,10.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/1 12:00,Ⅱ,21.05,8.253,-,8.301,0.77,0.1095,0.0513,1.4855,262.367,56.267,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/1 16:00,Ⅱ,23,7.42,-,7.332,0.49,0.025,0.011,0.832,112.7,1.9,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/1 16:00,Ⅲ,20.84,7.72,-,8.524,2.88,0.2273,0.1385,3.443,499.7,139.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/1 16:00,-3,23.7,8.14,-,6.939,,0.025,0.005,0.053,111.42,2.93,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/1 16:00,Ⅱ,20.78,7.41,-,7.727,2.977,0.11,0.0507,2.111,234.1,5,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/1 16:00,Ⅱ,23.57,7.9,-,7.638,1.81,0.08,0.0114,0.822,117.2,1.3,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/1 16:00,Ⅱ,20.59,7.63,-,9.841,2.085,0.025,0.0292,0.661,183.7,27.4,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/1 16:00,Ⅱ,21.01,7.32,-,7.089,2.776,0.025,0.0788,2.141,306.6,17.5,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/1 16:00,Ⅱ,20.28,6.94,-,7.16,2.519,0.1279,0.0883,2.095,398.6,21.9,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/1 16:00,Ⅰ,20.9,7.97,-,10.02,0.62,0.03,0.01,1.1,136.12,4.61,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/1 16:00,Ⅲ,23.89,6.9,-,5.7,0.911,0.025,0.018,0.998,137.6,,,,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/1 16:00,-3,21.77,7.04,-,9.146,,0.2,0.0404,1.683,216.2,9.6,,,维护
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/1 16:00,Ⅱ,21.02,8.299,-,8.393,0.75,0.1097,0.0509,1.4491,263.862,65.004,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/1 20:00,Ⅱ,22.9,7.37,-,7.178,0.6,0.025,0.015,0.839,112.6,2,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/1 20:00,Ⅲ,20.62,7.72,-,8.675,2.76,0.2842,0.1362,3.066,491.8,126.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/1 20:00,-3,23.2,8.1,-,6.939,,0.025,0.005,0.096,111.54,2.27,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/1 20:00,Ⅱ,21.08,7.58,-,8.096,3.042,0.12,0.0499,2.143,233.8,4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/1 20:00,Ⅱ,23.34,7.89,-,7.63,1.69,0.09,0.0111,0.816,117.1,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/1 20:00,Ⅱ,20.5,7.67,-,10.201,1.667,0.025,0.0281,0.826,184.7,26.1,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/1 20:00,Ⅱ,20.27,7.2,-,6.5,2.883,0.025,0.0784,2.095,305.1,17.5,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/1 20:00,Ⅱ,20,6.94,-,7.086,2.434,0.172,0.0913,2.17,399.7,18.2,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/1 20:00,Ⅰ,20.09,7.91,-,9.48,0.62,0.03,0.01,1.12,135.69,3.62,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/1 20:00,Ⅲ,23.58,6.78,-,5.06,0.88,0.025,0.015,1.026,137.86,0.19,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/1 20:00,Ⅱ,21.85,7,-,9.116,0.636,0.24,0.0407,1.332,214,9.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/1 20:00,Ⅱ,20.94,8.525,-,8.675,0.72,0.1453,0.0535,1.4804,220.15,180.338,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/2 0:00,Ⅱ,22.8,7.33,-,7.018,0.6,0.025,0.015,0.839,112.8,2,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/2 0:00,Ⅲ,20.53,7.71,-,8.712,2.76,0.2842,0.1362,3.066,485.6,104.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/2 0:00,-3,22.9,8.06,-,6.88,,0.025,0.005,0.096,111.42,5.05,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/2 0:00,Ⅱ,20.81,7.52,-,7.423,3.042,0.12,0.0499,2.143,234.1,6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/2 0:00,Ⅱ,23.1,7.86,-,7.461,1.69,0.09,0.0111,0.816,117,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/2 0:00,Ⅱ,20.32,7.54,-,10.182,1.667,0.025,0.0281,0.826,186.3,21.2,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/2 0:00,Ⅱ,20.05,7.13,-,6.376,2.883,0.025,0.0784,2.095,298.2,14.9,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/2 0:00,Ⅱ,19.49,6.87,-,6.603,2.434,0.172,0.0913,2.17,399.2,20.4,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/2 0:00,Ⅰ,19.85,7.9,-,9.2,0.62,0.03,0.01,1.12,143.67,3.75,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/2 0:00,Ⅳ,23.42,6.75,-,4.73,0.89,0.025,0.014,0.928,137.97,0.01,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/2 0:00,Ⅱ,21.86,7,-,8.992,0.636,0.24,0.0407,1.332,212.9,9,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/2 0:00,劣Ⅴ,20.8,9.133,-,10.517,0.72,0.1453,0.0535,1.4804,186.399,182.608,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/2 4:00,Ⅱ,22.8,7.29,-,6.959,0.67,0.025,0.01,0.799,112.8,2,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/2 4:00,Ⅲ,20.59,7.71,-,8.047,2.84,0.3094,0.1314,3.171,495.5,165,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/2 4:00,-3,23,8.05,-,6.613,,0.025,0.005,0.059,111.42,1.75,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/2 4:00,Ⅱ,20.6,7.53,-,7.587,3.151,0.11,0.0461,2.218,234.1,4.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/2 4:00,Ⅱ,23.02,7.81,-,7.423,1.78,0.12,0.0126,2.6,116.7,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/2 4:00,Ⅱ,20.12,7.81,-,10.107,1.219,0.025,0.0272,0.65,185.2,28.1,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/2 4:00,Ⅱ,19.84,7.09,-,6.231,2.111,0.025,0.0725,1.903,299.7,13.2,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/2 4:00,Ⅲ,19.28,6.85,-,6.605,2.596,0.2946,0.1038,2.275,400.7,19.6,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/2 4:00,Ⅰ,19.63,7.84,-,8.93,0.5,0.04,0.01,1.05,138.73,3.96,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/2 4:00,Ⅳ,23.44,6.77,-,4.78,1.184,0.025,0.015,0.851,138.74,,,,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/2 4:00,-3,21.64,7.11,-,9.605,,0.21,0.0411,1.211,223.2,10.1,,,维护
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/2 4:00,-3,20.67,9.231,-,10.935,0.85,,0.0529,1.2984,194.137,121.475,,,维护
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/2 8:00,Ⅱ,22.8,7.28,-,6.85,0.73,0.025,0.011,0.905,112.7,1.9,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/2 8:00,Ⅲ,20.4,7.71,-,8.24,3.02,0.2577,0.1373,3.113,492.5,170.8,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/2 8:00,Ⅱ,23.1,8.06,-,6.586,0.843,0.025,0.005,0.83,111.38,1.24,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/2 8:00,Ⅱ,20.48,7.54,-,7.745,3.156,0.15,0.0334,2.215,233.9,4.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/2 8:00,Ⅱ,23.02,7.8,-,7.326,1.97,0.09,0.0138,1.058,116.8,1.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/2 8:00,Ⅱ,20.21,7.37,-,10.021,2.522,0.025,0.0326,1.123,189,31.7,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/2 8:00,Ⅱ,19.74,7.06,-,6.168,3.151,0.025,0.0768,2.023,307.5,15.9,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/2 8:00,Ⅲ,19.28,6.83,-,6.319,2.434,0.338,0.1081,2.392,401.9,21.1,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/2 8:00,Ⅰ,19.56,7.83,-,8.9,0.66,0.03,0.01,1,138.28,4.03,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/2 8:00,Ⅳ,23.42,6.74,-,4.75,1.042,0.025,0.017,0.865,138.18,0.27,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/2 8:00,Ⅱ,21.72,7.03,-,9.858,0.91,0.23,0.0382,1.287,216.5,10.7,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/2 8:00,-3,20.67,9.232,-,10.77,0.93,,0.0517,1.2417,189.017,122.424,,,维护
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/2 12:00,Ⅱ,22.8,7.31,-,7.01,0.89,0.04,0.014,0.932,112.8,1.9,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/2 12:00,Ⅲ,20.72,7.7,-,8.506,2.93,0.2518,0.1357,2.951,482.8,140.8,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/2 12:00,Ⅱ,20.79,7.58,-,8.142,2.962,0.08,0.031,2.189,234,4.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/2 12:00,Ⅱ,23.01,7.81,-,7.465,1.59,0.09,0.0101,0.91,117,1.2,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/2 12:00,Ⅱ,20.11,8.13,-,9.919,2.622,0.0531,0.0367,1.184,188,25.4,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/2 12:00,Ⅱ,19.7,7.4,-,6.443,1.457,0.025,0.0724,1.856,304.1,13.4,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/2 12:00,Ⅲ,19.49,6.83,-,6.465,2.596,0.3326,0.1103,2.096,401.6,20.6,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/2 12:00,Ⅰ,19.46,7.82,-,8.84,0.86,0.03,0.01,1.04,136.04,4.26,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/2 12:00,Ⅲ,23.48,6.81,-,5.19,0.87,0.025,0.018,0.921,138.79,0.07,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/2 12:00,Ⅱ,21.74,7,-,9.794,1.286,0.15,0.0407,1.468,1.1,4.8,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/2 12:00,-3,20.85,9.032,-,10.464,0.92,,0.0516,,211.108,134.958,,,维护
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/2 16:00,Ⅱ,22.7,7.34,-,7.102,0.81,0.06,0.009,0.759,112.6,1.3,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/2 16:00,Ⅲ,20.66,7.71,-,8.703,2.9,0.2758,0.1362,3.155,475.8,137.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/2 16:00,-3,23,8.09,-,6.627,,0.025,0.005,0.823,111.64,1.26,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/2 16:00,Ⅱ,20.76,7.61,-,8.264,3.072,0.1,0.0389,2.202,234.1,4.2,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/2 16:00,Ⅱ,23.02,7.78,-,7.457,1.62,0.09,0.0092,0.922,116.9,1.3,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/2 16:00,Ⅱ,20.02,8.04,-,10.237,3.358,0.0385,0.0368,1.392,187.6,25.2,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/2 16:00,Ⅱ,19.84,7.42,-,6.388,1.982,0.025,0.08,1.815,306.5,19.4,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/2 16:00,Ⅲ,19.59,6.83,-,6.222,2.596,0.3627,0.1085,2.104,400.8,18.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/2 16:00,Ⅰ,19.43,7.83,-,9,0.67,0.03,0.01,1.15,136.65,4.45,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/2 16:00,Ⅲ,23.48,6.81,-,5.06,0.688,0.025,0.015,0.809,138,,,,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/2 16:00,Ⅱ,21.56,7.18,-,10.393,1.224,0.18,0.0424,1.294,224,10.2,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/2 16:00,劣Ⅴ,20.78,9.294,-,10.807,1.08,0.1568,0.0468,1.4918,211.698,107.588,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/2 20:00,Ⅱ,22.7,7.32,-,7.011,0.87,0.06,0.014,0.786,112.5,1.3,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/2 20:00,Ⅲ,20.62,7.72,-,8.733,2.99,0.2921,0.138,3.003,474.7,156.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/2 20:00,-3,22.9,8.06,-,6.656,,0.025,0.005,0.846,111.57,4.61,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/2 20:00,Ⅱ,20.61,7.62,-,8.262,3.34,0.1,0.005,2.275,234.3,4.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/2 20:00,Ⅱ,22.99,7.78,-,7.391,1.61,0.09,0.0098,0.608,117,1.2,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/2 20:00,Ⅱ,20.5,7.49,-,9.54,3.169,0.025,0.0447,1.495,277,31.2,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/2 20:00,Ⅲ,19.95,7.36,-,5.992,2.197,0.025,0.0817,1.752,305.1,21.1,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/2 20:00,Ⅲ,19.28,6.84,-,6.397,2.622,0.2986,0.1051,1.943,391.5,21.8,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/2 20:00,Ⅰ,19.14,7.79,-,8.59,0.89,0.03,0.01,1.09,136.81,4.74,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/2 20:00,Ⅳ,23.41,6.74,-,4.75,0.84,0.025,0.017,0.782,138.92,,,,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/2 20:00,Ⅱ,20.95,7.7,-,12.669,1.761,0.22,0.0419,1.303,238.1,11.6,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/2 20:00,Ⅱ,20.73,8.426,-,10.56,0.69,0.2626,0.0395,1.3328,211.536,133.295,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/3 0:00,Ⅱ,22.7,7.28,-,6.953,0.83,0.08,0.013,0.826,112.6,1.3,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/3 0:00,Ⅲ,20.43,7.71,-,8.45,2.81,0.2588,0.1319,2.977,476.6,149.3,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/3 0:00,-3,23,8.04,-,6.485,,0.025,0.005,0.839,111.98,1.28,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/3 0:00,Ⅱ,20.5,7.63,-,8.272,3.424,0.09,0.0433,2.295,233.3,4.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/3 0:00,Ⅱ,22.95,7.77,-,7.353,1.69,0.07,0.0095,0.846,116.8,1.2,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/3 0:00,Ⅱ,20.25,7.65,-,9.492,2.692,0.0411,0.0354,0.696,195.1,27.3,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/3 0:00,Ⅲ,19.84,7.35,-,5.959,2.24,0.025,0.0763,1.795,300.3,16.8,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/3 0:00,Ⅲ,18.97,6.86,-,6.635,2.699,0.277,0.102,1.88,378.4,21.4,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/3 0:00,Ⅰ,19.19,7.79,-,8.64,0.6,0.04,0.01,1.07,138.45,4.85,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/3 0:00,Ⅳ,23.36,6.74,-,4.71,0.931,0.025,0.016,0.949,139.93,0.21,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/3 0:00,Ⅱ,20.94,7.55,-,11.797,1.79,0.25,0.0175,1.369,238.5,10.8,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/3 0:00,Ⅱ,20.57,8.139,-,10.265,0.6,0.2083,0.0363,1.5865,226.505,134.624,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/3 4:00,Ⅱ,22.7,7.27,-,6.92,0.78,0.07,0.012,0.739,112.6,1.3,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/3 4:00,Ⅲ,20.24,7.72,-,8,3.11,0.3043,0.1422,3.166,483.9,200.8,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/3 4:00,-3,22.9,8.04,-,6.476,,0.025,0.005,0.832,111.5,1.23,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/3 4:00,Ⅱ,20.37,7.56,-,7.693,3.067,0.09,0.0403,2.213,232.4,4.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/3 4:00,Ⅱ,22.9,7.76,-,7.338,1.6,0.14,0.0138,2.349,116.8,1.2,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/3 4:00,Ⅱ,20.11,7.54,-,9.394,2.572,0.0365,0.0381,0.797,210.3,29.2,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/3 4:00,Ⅲ,19.65,7.33,-,5.879,1.875,0.025,0.0759,1.807,300.5,14.3,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/11/3 4:00,Ⅲ,18.87,6.88,-,6.905,2.852,0.287,0.1096,1.853,369.8,20.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/11/3 4:00,Ⅰ,19.12,7.78,-,8.56,0.5,0.04,0.01,1.12,137.65,4.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/11/3 4:00,Ⅳ,23.33,6.76,-,4.87,1.194,0.025,0.016,1.249,138.24,0.01,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/11/3 4:00,Ⅱ,20.81,7.83,-,13.397,2.55,0.25,0.0425,1.364,238.2,40.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/11/3 4:00,Ⅱ,20.56,8.062,-,10.076,0.56,0.1442,0.0333,1.5893,243.872,94.015,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/11/3 8:00,Ⅱ,22.6,7.29,-,6.852,0.84,0.08,0.017,0.826,112.6,1.3,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/11/3 8:00,Ⅲ,20.36,7.72,-,8.356,2.73,0.2592,0.1269,2.773,481.4,177.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/11/3 8:00,-3,22.8,8.04,-,6.508,,0.025,0.005,0.955,111.91,1.22,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/11/3 8:00,Ⅱ,20.35,7.51,-,7.332,2.878,0.13,0.0427,2.201,231.5,4.8,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/11/3 8:00,Ⅱ,22.87,7.75,-,7.348,2.3,0.09,0.012,1.043,116.8,1.2,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/11/3 8:00,Ⅱ,20.21,7.29,-,9.107,3.308,0.0287,0.0515,1.522,252.5,28.5,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/11/3 8:00,Ⅱ,19.63,7.34,-,6.005,2.561,0.025,0.0787,1.986,304.8,17.6,,,正常
