水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度
21.03,7.68,8.526,3.02,0.3164,0.1584,2.353,446.7,223.5
21.09,7.5,6.975,2.935,0.15,0.0426,1.995,238.3,5.6
20.38,6.89,6.465,1.216,0.1802,0.0793,2.115,396.6,20.7
20.57,7.516,7.157,2.01,0.4693,0.0488,2.1198,2886.542,259.033
20.6,7.68,8.724,2.95,0.3147,0.1575,2.448,456.7,185.2
20.56,7.62,7.854,3.027,0.12,0.0382,2.042,236.7,5.3
20,6.91,6.406,0.973,0.1845,0.0773,2.002,393.2,20.9
20.54,7.543,7.033,2.35,0.5387,0.0517,2.0857,2972.111,165.499
20.02,7.72,9.114,2.94,0.2669,0.1541,2.531,469.9,189.6
19.64,7.59,7.244,3.104,0.1,0.0129,2.003,235.6,5.3
19.49,6.89,6.285,2.146,0.1893,0.0859,1.957,392.5,22.4
19.15,7.8,10.207,2.79,0.2693,0.1473,2.631,466.3,154.5
19.05,7.57,7.111,2.813,0.08,0.0416,1.947,235.4,5.1
18.97,6.88,6.352,2.146,0.1893,0.0859,1.957,392.1,24.1
18.77,7.91,10.652,2.75,0.2931,0.1459,2.469,472.9,197.3
18.87,7.59,7.444,2.869,0.08,0.0408,1.964,234.3,6.2
18.36,6.9,6.555,2.328,0.188,0.0809,2.144,393.3,24.5
18.42,7.99,10.998,2.89,0.3039,0.1586,2.495,485.2,276.8
18.61,7.61,7.327,2.833,0.15,0.0348,1.944,233.1,5.8
17.87,6.91,6.604,1.694,0.1888,0.0764,2.225,392.6,24.5
18.55,7.95,10.454,4.09,0.3226,0.182,2.846,500.7,418.6
19.07,7.68,7.927,2.864,0.12,0.0305,1.952,233.6,5.7
17.67,6.92,6.767,2.511,0.1857,0.0919,2.288,387.1,22.4
18.43,7.88,10.438,3.92,0.3069,0.2001,2.699,497.3,321.5
19.19,7.75,8.404,2.879,0.12,0.005,1.928,233,4.6
17.67,6.99,6.959,1.581,0.175,0.0831,2.209,392.6,23.3
17.89,7.86,10.768,3.63,0.324,0.1824,2.668,511.7,212
18.29,7.61,6.93,2.848,0.1,0.0312,1.818,229.7,5.1
17.18,6.93,7.032,1.868,0.169,0.0762,2.201,390.1,22.6
17.84,7.86,10.86,3.12,0.3401,0.1638,2.762,522.9,181.8
17.73,7.6,6.956,2.716,0.1,0.0399,1.821,228,4.5
16.52,6.94,7.032,1.573,0.1626,0.0765,2.255,391.2,21
17.62,7.87,10.893,3.03,0.3134,0.1572,2.731,502.6,190.1
17.55,7.61,7.416,2.782,0.1,0.0324,1.765,228.6,7.1
15.82,6.97,7.447,1.555,0.1639,0.076,2.334,398.2,20.9
17.18,7.93,11.143,3.26,0.2903,0.162,2.683,501.6,234.8
17.7,7.68,7.586,2.726,0.12,0.0392,1.723,225.2,5.3
15.4,6.96,7.272,1.034,0.1645,0.0752,2.53,396.2,20.9
17.66,8,11.544,4.27,0.2896,0.1936,2.898,521.1,469.2
18.42,7.68,8.038,2.731,0.13,0.0505,1.702,225.1,5.4
16.04,7,7.625,1.851,0.1581,0.0747,2.44,391.5,20.4
17.91,8.01,11.705,4.19,0.2896,0.2056,3.024,526.4,538.3
18.6,7.75,8.202,2.568,0.12,0.0452,1.743,225.2,6
16.32,7,7.632,1.738,0.1686,0.0784,2.32,389.2,19.9
17.7,7.99,11.63,3.56,0.4031,0.1894,2.814,516.8,300.6
17.91,7.62,7.06,2.68,0.11,0.0412,1.728,228.8,7.2
15.72,6.97,7.504,2.381,0.1733,0.0758,2.224,394.1,18.9
18.1,7.467,7.788,2.41,0.6277,0.0684,2.2387,2667.89,114.876
17.54,7.97,12.157,3.09,0.3254,0.1704,2.689,514.4,232.7
17.18,7.64,7.233,2.665,0.1,0.0416,1.749,229.8,5.7
15.19,6.96,7.6,1.998,0.1679,0.0747,2.22,398.1,18.8
17.87,7.467,7.787,2.03,0.5043,0.0668,2.0915,2454.279,286.993
17.5,7.92,11.68,3.27,0.3757,0.165,2.652,528.5,248.5
17.03,7.67,7.462,2.838,0.1,0.0437,1.794,231.8,6.2
14.77,6.97,7.695,1.894,0.1708,0.0784,2.39,400.4,19
17.75,7.538,7.785,2.01,0.4231,0.0677,2.1196,2278.769,266.392
16.93,7.7,7.654,2.746,0.12,0.0395,1.746,234.8,5.5
14.45,6.98,7.806,1.364,0.1683,0.0756,2.554,398.1,22.1
17.72,7.551,7.866,2.03,0.3455,0.0665,2.0418,2041.049,264.177
17.48,7.86,11.715,3.02,0.2637,0.1697,2.851,527,249.2
17.76,7.73,8.044,2.889,0.11,0.0557,1.71,235.2,6.5
15.32,7.01,7.906,0.712,0.1256,0.0919,2.583,393.5,30.7
18.29,7.533,7.798,1.62,0.2909,0.0667,1.9545,1878.469,270.636
17.43,7.87,11.691,3.53,0.252,0.2099,2.757,537.5,248
18.02,7.77,8.141,2.94,0.12,0.0463,1.793,235.7,7.8
15.93,7.04,7.882,1.911,0.1558,0.095,2.55,391.6,28.3
18.03,7.52,7.795,1.68,0.2793,0.0667,1.949,1762.323,299.024
17.3,7.88,11.761,3.75,0.3684,0.1803,2.966,540.3,298.6
17.29,7.71,7.485,2.874,0.09,0.0488,1.734,235.8,6.2
15.4,6.99,7.464,2.085,0.1589,0.0695,2.411,392.6,25.8
17.87,7.569,7.808,1.66,0.1838,0.0665,1.9209,1414.774,492.902
17.05,7.92,11.799,3.67,0.3721,0.1789,2.993,535,330.8
16.91,7.66,7.276,2.935,0.1,0.0705,1.697,236.3,18.9
15.08,6.98,7.404,2.085,0.1589,0.0695,2.411,393.6,22.3
17.74,7.586,7.704,1.66,0.1838,0.0665,1.9209,1252.322,487.034
16.83,7.95,11.817,4.13,0.3722,0.1964,3.139,523.7,433.4
16.79,7.64,7.293,2.864,0.1,0.0429,1.713,236.1,7.3
14.77,6.95,7.2,2.337,0.1586,0.0862,2.188,394.1,22.5
17.57,7.569,7.648,1.36,0.1327,0.0677,1.7723,1079.573,496.875
16.53,7.98,11.878,4.37,0.3407,0.1978,3.192,523.3,445.4
16.75,7.65,7.325,2.767,0.11,0.046,1.659,234.3,7
14.45,6.96,7.214,2.129,0.1584,0.0727,2.454,395.4,18.1
17.52,7.559,7.707,1.39,0.1143,0.0684,1.7706,1002.075,488.906
16.96,7.97,11.617,4.71,0.4861,0.2104,3.732,521.3,548.8
17.64,7.69,7.894,2.731,0.13,0.0407,1.704,234.1,6.6
15.51,6.99,7.59,2.024,0.1462,0.0707,2.324,395.3,14.7
17.95,7.525,7.627,1.42,0.1259,0.0641,1.6847,1017.025,508.585
17.01,7.97,11.549,4.74,0.388,0.2518,3.768,516.7,508.8
18.02,7.74,8.121,2.777,0.1,0.043,1.733,235.1,6.4
16.52,7.03,7.878,2.189,0.1385,0.0713,2.258,394.6,13.1
17.98,7.462,7.246,1.03,0.1233,0.0711,1.6519,585.814,448.199
16.77,7.99,12.034,4.42,0.4982,0.2146,3.831,516.6,448.4
17.37,7.71,7.48,2.736,0.09,0.04,1.697,234.2,7
16.04,7.03,7.741,1.868,0.154,0.0711,2.063,395.4,14.6
18.23,7.406,8.136,1.64,0.1045,0.0747,1.625,277.456,241.561
16.74,7.98,12.2,4.09,0.3694,0.2062,3.328,494.8,417.8
17.01,7.68,7.31,2.67,0.1,0.0426,1.666,231.6,6.2
15.72,7.04,7.829,2.146,0.143,0.0731,2.072,393,14.4
18.4,7.283,8.008,1.64,0.1045,0.0747,1.625,237.811,142.903
16.75,7.94,11.897,4.35,0.3954,0.2022,3.082,481,409.2
16.87,7.65,7.517,2.741,0.1,0.0411,1.706,228,6.4
15.29,7.01,7.446,2.25,0.1442,0.0726,2.09,392.6,14.1
18.13,7.219,7.937,1.49,0.092,0.0719,1.5517,243.155,118.481
16.71,7.9,11.653,4.11,0.3693,0.2047,2.862,465.4,386.2
16.8,7.67,7.513,2.69,0.11,0.0442,1.664,228.4,5.6
14.98,6.94,6.677,1.729,0.1575,0.072,2.442,396,16.8
18.01,7.258,8.129,1.48,0.0906,0.0694,1.6158,220.653,106.995
17.09,7.9,11.901,3.69,0.3084,0.1962,2.925,457,324.5
17.59,7.73,8.048,2.614,0.12,0.0406,1.647,227.2,5.3
15.82,6.99,7.59,1.998,0.1434,0.0697,2.229,390.8,13.6
18.33,7.287,8.788,1.61,0.0841,0.0675,1.6648,211.244,97.199
17.14,7.88,11.676,4.02,0.3984,0.1951,3.024,459.6,347.8
17.91,7.8,8.467,2.68,0.12,0.0334,1.613,227.6,5.2
16.7,7.01,7.539,2.641,0.139,0.0695,2.098,391.4,12.8
18.35,7.286,8.122,1.51,0.0892,0.0649,1.5805,211.39,92.133
17.11,7.85,11.588,3.86,0.3568,0.1886,3.118,461,312.8
17.61,7.75,7.742,2.69,0.1,0.0432,1.688,229.6,5.8
16.14,7.02,7.497,2.459,0.1534,0.0732,2.09,392.1,11.8
18.29,7.278,9.747,1.69,0.0965,0.0638,1.6182,213.507,86.628
16.89,7.84,11.295,2.82,0.3795,0.1669,2.778,473.2,206.7
17.12,7.66,7.329,2.593,0.11,0.0407,1.673,232.1,6.2
15.61,7,7.211,2.685,0.1505,0.0725,2.087,392.5,11.8
18.13,7.234,8.108,1.69,0.0965,0.0638,1.6182,226.733,109.486
16.73,7.82,10.966,3.53,0.3372,0.1738,2.856,481.8,248.3
16.86,7.7,7.753,2.777,0.11,0.0423,1.639,228.9,5.6
15.19,6.98,7.044,2.163,0.1509,0.0717,2.084,391.6,11.8
18.08,7.14,8.055,1.46,0.0973,0.0604,1.6484,243.422,67.894
16.72,7.83,11.855,3.51,0.3119,0.1705,2.741,471.9,252.2
16.81,7.69,7.729,2.644,0.11,0.0407,1.649,230.1,5.6
14.98,6.94,6.807,1.825,0.1541,0.0702,2.207,393.5,13
18.08,7.148,8.04,1.59,0.0926,0.0602,1.7065,223.875,71.493
16.98,7.81,11.098,3.66,0.2991,0.1778,3.978,462.6,254.7
17.32,7.74,8.085,2.675,0.09,0.0388,1.617,230.1,5.9
15.61,6.98,7.264,1.677,0.1604,0.0707,2.258,393.1,11.9
18.32,7.232,8.087,1.37,0.1019,0.0621,1.6955,203.285,89.644
17.12,7.82,11.133,3.5,0.342,0.1755,3.003,469.7,257.6
17.66,7.79,8.344,2.69,0.08,0.0436,1.627,230.6,6.4
16.33,7.01,7.394,2.25,0.1646,0.0735,2.16,394.1,11.2
18.25,7.231,8.146,1.34,0.0937,0.0622,1.6185,201.792,83.584
16.93,7.85,11.148,3.96,0.3536,0.1838,2.93,481.1,339.5
17.3,7.73,7.495,2.603,0.1,0.0309,1.605,230.7,6
15.61,6.97,6.975,2.893,0.159,0.069,2.082,395.4,11.8
18.11,7.251,8.169,1.52,0.0895,0.0627,1.653,201.625,84.474
16.86,7.83,10.78,3.98,0.3523,0.19,3.129,499.2,292.5
16.85,7.7,7.601,2.603,0.08,0.0301,1.651,232,6.2
15.29,6.96,7.121,2.32,0.1659,0.0726,2.245,409,14.4
17.85,7.245,8.199,1.32,0.0928,0.062,1.6286,202.78,73.783
16.81,7.77,9.835,3.49,0.3376,0.1894,3.108,526.8,247.4
16.68,7.71,7.73,2.711,0.08,0.0407,1.637,232.6,5.9
15.29,6.95,7.201,2.372,0.1714,0.0717,2.398,425.7,15.6
17.74,7.161,8.18,1.25,0.0992,0.0606,1.5874,234.539,57.579
16.44,7.78,10.219,2.72,0.3196,0.1588,3.029,536.2,206.4
16.53,7.72,7.637,2.823,0.12,0.0404,1.637,233.4,5.7
15.1,6.94,7.102,2.598,0.1847,0.0718,2.629,434.1,16.7
17.73,7.218,8.176,1.4,0.09,0.0606,1.6364,205.657,72.959
17.2,7.78,10.434,3.36,0.3571,0.1673,3.27,540.2,205.9
17.38,7.78,8.346,2.69,0.09,0.0077,1.612,233.5,5.1
15.93,6.94,7.069,2.259,0.194,0.0731,2.677,448.1,15.6
18.08,7.252,8.189,1.47,0.0802,0.06,1.6789,211.207,92.231
17.23,7.79,10.597,3.44,0.4179,0.1659,3.601,545.3,239.5
17.66,7.82,8.514,2.578,0.09,0.0131,1.571,233.9,5.4
16.89,6.93,7.354,2.728,0.2303,0.0766,2.674,473.1,15.4
17.89,7.281,8.579,1.35,0.0917,0.0611,1.6379,204.928,71.161
17.14,7.79,11.353,3.01,0.4441,0.1551,3.553,613.3,180
17.39,7.75,7.607,2.639,0.07,0.0419,1.593,235,5.3
16.33,6.93,7.385,2.676,0.2444,0.0809,2.952,483.8,17.1
17.97,7.268,8.516,1.46,0.1052,0.0607,1.637,206.472,60.365
16.94,7.8,11.213,2.7,0.4967,0.1462,3.15,796.7,166
16.81,7.63,7.056,2.603,0.08,0.0519,1.609,235.9,8.8
15.72,6.9,7.207,2.876,0.2538,0.0813,2.989,491.9,16.1
17.92,7.255,8.601,1.37,0.0948,0.0607,1.6081,206.633,47.476
16.58,7.83,10.322,3.03,0.471,0.1461,3.181,1002.6,157.4
16.48,7.72,7.576,2.67,0.08,0.0348,1.624,234.8,5
15.4,6.89,7.426,2.346,0.2839,0.0865,3.127,497.3,18.3
17.72,7.242,8.68,1.17,0.0924,0.0607,1.6384,205.863,31.742
16.32,7.85,10.566,2.95,0.4372,0.1351,2.783,1069.8,160.8
16.34,7.72,7.634,2.573,0.11,0.0365,1.659,235.5,5.1
15.4,6.9,7.562,2.042,0.2885,0.0815,3.367,489.7,20.6
17.64,7.264,8.609,1.47,0.0922,0.0602,1.7208,212.802,35.518
16.98,7.86,11.547,4.96,0.5519,0.1497,2.704,987.2,363.5
17.31,7.79,8.321,2.624,0.1,0.0366,1.622,235,5
16.52,6.94,7.692,2.259,0.2713,0.0835,3.173,469.8,19.8
18.18,7.285,8.513,1.39,0.1,0.0603,1.6421,224.522,41.206
17.34,7.86,11.365,3.45,0.5236,0.1842,2.563,912.8,215.1
17.38,7.82,8.373,2.634,0.1,0.0366,1.598,235.2,5.5
17.09,6.96,7.646,2.58,0.2599,0.0829,2.78,458.8,18.6
17.97,7.292,8.724,0.93,0.0982,0.0591,1.6053,222.758,49.702
16.93,7.86,11.102,2.89,0.4257,0.1703,2.563,775.6,187.6
17.28,7.79,7.911,2.66,0.09,0.0369,1.58,235.4,5
16.42,6.97,7.554,2.641,0.2416,0.0847,2.642,445.1,20.6
17.97,7.302,8.732,1.22,0.1008,0.0583,1.7043,221.204,42.685
16.9,7.81,10.659,2.25,0.398,0.1411,2.385,667.5,216.6
16.85,7.75,7.819,2.496,0.09,0.0366,1.614,235.6,5.1
15.93,6.94,7.242,3.11,0.2397,0.0819,2.641,442.6,19.2
17.75,7.224,8.581,1.22,0.1008,0.0583,1.7043,250.656,30.187
16.96,7.78,10.362,3.04,0.3836,0.1606,2.406,612.9,220.4
16.67,7.72,7.738,2.7,0.09,0.0299,1.628,235.3,4.8
15.61,6.95,7.727,2.728,0.2328,0.0811,2.427,429.3,19.1
17.72,7.252,8.775,0.99,0.0891,0.0583,1.6942,230.029,47.402
16.8,7.82,10.473,3.09,0.3368,0.165,2.007,583,272.8
16.7,7.74,7.852,2.644,0.12,0.0323,1.655,235.5,5.1
15.61,6.97,7.824,2.554,0.2209,0.0787,2.672,425.6,19.9
17.7,7.208,8.432,1.26,0.1012,0.0582,1.8151,260.979,54.036
17.57,7.76,10.6,3.19,0.3165,0.1669,2.138,541.7,227.3
17.24,7.81,8.341,2.68,0.1,0.0281,1.648,235.4,4.8
16.23,6.99,7.909,2.328,0.2038,0.0764,2.361,421.5,17.9
18.11,7.172,8.336,1.11,0.0914,0.0576,2.0503,279.025,67.457
17.49,7.84,7.263,4.14,0.328,0.1967,2.51,512,230.5
17.45,7.91,8.752,2.818,0.11,0.0386,1.614,235.1,4.6
16.52,7.01,7.935,2.659,0.1909,0.077,2.2,420.3,17.7
18.1,7.301,8.603,1.06,0.0924,0.0579,2.0253,252.884,74.175
17.24,7.82,7.259,3.37,0.4072,0.1783,2.154,494.9,214.9
17.26,7.8,7.658,2.578,0.09,0.0289,1.554,235.4,4.6
16.33,7.01,7.818,2.398,0.1847,0.0754,2.174,420.8,14.9
18.15,7.183,8.475,1.2,0.0877,0.059,2.1865,292.683,55.904
17.05,7.79,7.066,3.26,0.3674,0.1632,2.39,480.9,237.6
16.85,7.73,7.78,2.568,0.11,0.0358,1.618,236,4.8
15.84,6.96,7.453,2.78,0.1712,0.0713,2.204,421.4,13.6
17.95,7.139,8.334,1.2,0.0877,0.059,2.1865,326.616,54.617
17.26,7.77,7.228,2.53,0.3649,0.1493,2.269,479.2,197.3
16.6,7.78,8.017,2.777,0.11,0.0346,1.68,234.6,4.5
15.61,6.98,7.834,2.32,0.1693,0.0705,2.119,416.6,15.5
17.75,7.18,8.412,1.13,0.0905,0.0577,2.4897,299.939,50.352
17.02,7.77,6.918,3.14,0.3009,0.1539,2.112,475.3,209.6
16.6,7.76,7.921,2.644,0.08,0.0288,1.607,235.2,4.6
15.4,6.99,7.902,2.146,0.1778,0.0723,2.356,411.6,16.4
17.76,7.322,8.606,1.49,0.0933,0.059,2.5273,302.528,103.503
17.28,7.79,7.02,3.13,0.3498,0.1565,2.102,465,203.6
16.9,7.81,7.985,2.7,0.12,0.0571,1.559,234.1,7.7
15.72,6.99,7.946,2.58,0.171,0.0752,2.244,408.9,16.3
17.83,7.365,8.633,1.18,0.1003,0.0612,2.4623,338.903,116.504
17.23,7.79,7.123,3.62,0.354,0.1646,2.28,452.8,237.4
16.9,7.83,7.958,2.654,0.12,0.0424,1.594,234,6.2
15.93,7,7.89,2.58,0.1682,0.0759,2.244,409.2,18.2
17.84,7.342,8.548,1.04,0.1024,0.0624,2.5152,294.26,130.417
17.29,7.92,7.516,3.45,0.3358,0.1572,2.589,453.6,230.2
17.02,7.72,7.139,2.588,0.11,0.0404,1.624,235.1,5.8
15.82,7,7.761,1.372,0.1548,0.005,2.927,402.6,19.2
17.78,7.367,8.468,1.25,0.0959,0.0631,2.5087,298.206,112.759
17.02,7.87,6.959,2.9,0.3132,0.1506,2.065,466.1,175.5
16.81,7.71,7.438,2.741,0.12,0.051,1.598,235.2,7.2
15.72,6.98,7.625,1.797,0.1527,0.0718,2.56,402.5,20.4
17.65,7.407,8.387,1.25,0.0959,0.0631,2.5087,329.258,156.159
16.98,7.79,6.738,2.3,0.3151,0.1353,2.233,476.4,163.4
16.56,7.77,7.632,2.767,0.12,0.0428,1.581,233.7,6.4
15.51,6.96,7.664,1.14,0.1687,0.0747,2.52,408.4,18.4
17.51,7.344,8.113,1.15,0.0985,0.0648,2.5429,342.969,134.753
16.97,7.78,6.651,3.98,0.2646,0.1608,3.81,481.5,267.3
16.55,7.77,7.568,2.716,0.11,0.0429,1.586,232.7,6.2
15.4,6.95,7.782,1.768,0.1831,0.0722,2.814,413.8,19.2
17.5,7.294,7.845,1.49,0.0934,0.0662,2.5082,374.366,143.311
17.49,7.84,6.65,2.91,0.2965,0.1421,2.227,482.3,265
16.95,7.82,8.081,2.961,0.09,0.0619,1.604,231.2,8.8
15.72,6.97,8.031,2.242,0.1676,0.0726,2.644,412.6,19.2
17.67,7.345,7.849,1.33,0.1034,0.0644,2.4669,485.797,166.591
17.34,7.9,6.807,3.47,0.3198,0.1668,2.206,473.5,249.7
17.03,7.81,7.861,2.721,0.09,0.0439,1.574,231.5,7.4
16.04,6.97,7.952,2.097,0.1555,0.07,2.361,410.8,17.3
17.6,7.419,7.88,1.1,0.1225,0.0639,2.5487,629.904,203.247
17.38,7.83,7.193,3.9,0.3523,0.1714,2.348,467,265.6
17.14,7.72,7.123,2.792,0.09,0.0465,1.588,230.7,8.8
15.91,6.95,7.769,1.72,0.1404,0.0707,2.242,408,16.4
17.46,7.413,7.785,1.42,0.1157,0.0664,2.5322,707.017,187.441
17.37,7.78,7.209,3.58,0.3187,0.1669,2.159,461.7,226.2
16.98,7.7,7.35,2.711,0.08,0.0415,1.572,230.9,7
15.82,6.94,7.693,2.657,0.1688,0.0686,2.05,409.1,17
17.38,7.456,7.894,1.42,0.1157,0.0664,2.5322,780.094,258.739
17.19,7.77,6.622,3.01,0.3412,0.167,2.301,476.2,204.4
16.59,7.7,7.168,2.777,0.08,0.0391,1.57,229.8,6.1
15.72,6.94,7.72,1.961,0.1893,0.0704,2.116,410.2,18.3
17.17,7.476,7.883,1.31,0.1426,0.0681,2.4838,871.471,181.905
17.37,7.79,6.892,4.14,0.2913,0.179,2.327,488.1,354.2
16.66,7.72,7.358,2.593,0.09,0.0358,1.541,228,6.2
15.61,6.93,7.637,1.391,0.194,0.0708,2.592,410.3,18.4
17.2,7.482,8.062,1.54,0.1456,0.0685,2.4291,1032.091,197.861
17.72,7.87,6.672,3.46,0.3033,0.1745,2.605,493,235.5
17.05,7.79,7.961,2.92,0.11,0.0423,1.559,227.2,6.1
16.19,6.94,7.815,1.391,0.194,0.0708,2.592,412.6,18.3
17.76,7.507,8.074,1.7,0.1656,0.07,2.5322,1388.395,166.363
17.93,7.85,7.06,2.66,0.3185,0.1538,2.301,485,283.4
17.19,7.84,8.086,2.813,0.09,0.0366,1.545,228.2,6.1
16.7,6.94,7.65,1.623,0.1803,0.073,1.906,411.5,16.3
17.64,7.531,7.928,1.7,0.1727,0.0709,2.5781,1645.754,184.753
17.48,7.83,6.982,3.58,0.3285,0.171,2.217,475.7,237.4
17.81,7.76,7.684,2.68,0.11,0.0385,1.467,225.8,6.4
16.61,6.94,7.509,1.507,0.1744,0.0731,1.962,412.8,15.4
17.41,7.567,8.125,1.7,0.2107,0.0725,2.5499,1721.955,191.447
17.4,7.82,7.013,2.63,0.2982,0.1494,2.275,470.4,203.6
17.49,7.74,7.671,2.547,0.12,0.0405,1.469,225.2,5.9
16.23,6.91,7.235,1.324,0.1842,0.0736,2.032,414.8,16.4
17.29,7.545,8.152,1.7,0.2107,0.0725,2.5499,1717.88,214.24
17.34,7.79,7.229,3.12,0.3503,0.1528,2.332,467.9,189.3
16.83,7.67,7.076,2.67,0.12,0.0358,1.471,226.4,5.3
16.14,6.91,7.574,1.623,0.1997,0.0779,2.137,416.9,20.1
17.12,7.546,8.108,2.17,0.2253,0.0767,2.435,1690.218,206.105
17.2,7.8,6.714,3.36,0.2604,0.1554,1.997,473.7,233.2
16.77,7.7,7.428,2.532,0.11,0.0335,1.485,225.6,5.4
16.14,6.91,7.442,1.034,0.2244,0.0759,2.557,415.5,18.6
17.21,7.553,8.116,1.77,0.2107,0.0764,2.541,1710.958,232.139
17.79,7.79,6.74,2.92,0.2995,0.1555,2.322,472.9,197.6
17.42,7.75,7.859,2.66,0.11,0.0428,1.477,225.3,5.1
16.89,6.93,7.579,1.575,0.1806,0.0747,2.459,413.2,17.1
17.73,7.574,8.158,1.92,0.2269,0.0771,2.5782,1913.923,233.826
17.82,7.81,6.986,3.1,0.314,0.1604,2.227,486,200.8
17.35,7.78,7.846,2.782,0.12,0.0361,1.544,225.6,5.3
17.34,6.95,7.701,1.575,0.179,0.0775,2.057,410,16.9
17.75,7.603,8.285,1.96,0.2425,0.0766,0.1693,2056.708,309.65
17.55,7.83,7.135,3.09,0.3017,0.153,2.238,484.1,196.1
17.7,7.76,7.659,2.675,0.11,0.035,1.485,225.6,5.5
17.09,6.96,7.615,1.575,0.1743,0.0762,1.982,408.6,17.2
17.62,7.575,8.197,1.57,0.257,0.0764,1.3197,2146.576,220.057
17.56,7.82,7.171,3.07,0.3458,0.1589,2.149,475.5,219.8
17.77,7.86,8.385,2.981,0.11,0.0176,1.537,225.1,5.2
16.99,6.94,7.217,1.575,0.1887,0.0798,2.083,409.1,16.4
17.42,7.566,8.147,1.57,0.257,0.0764,1.3197,2162.438,199.384
17.54,7.85,7.079,4.13,0.3413,0.171,2.29,467.8,347.6
17.05,7.66,7.013,2.568,0.11,0.0176,1.449,224.9,4.8
16.8,6.94,7.52,1.575,0.1939,0.079,2.152,408.6,21
17.4,7.576,8.226,1.53,0.2791,0.079,0.4264,2120.522,191.748
17.7,7.84,7.279,3.7,0.2756,0.1875,2.154,466,301.4
17.02,7.63,6.981,2.506,0.12,0.0314,1.433,224.5,4.8
16.99,6.93,7.41,1.575,0.2391,0.0855,2.528,403.2,24.3
17.55,7.598,8.239,1.64,0.2656,0.0799,0.8177,2031.306,216.067
17.78,7.85,7.018,3.39,0.2829,0.1816,2.311,476.4,255.2
17.29,7.76,7.899,2.537,0.11,0.0299,1.403,224.1,4.9
18.36,7.17,9.06,1.961,0.1744,0.0871,2.701,2.4,0.7
17.79,7.606,8.259,1.57,0.2753,0.0784,2.6063,2193.669,230.557
17.52,7.83,7.073,3.57,0.3164,0.1749,2.406,493.3,236.2
17.39,8.03,9.024,3.333,0.09,0.0377,1.507,224.5,4.9
16.99,6.94,7.337,2.406,0.1865,0.0785,2.273,404.7,19.2
17.74,7.663,8.233,2.75,0.2834,0.0799,2.5782,2239.002,252.835
17.37,7.84,7.289,3.26,0.3077,0.1678,2.542,485.6,211.1
17.21,7.82,7.86,2.823,0.12,0.0364,1.477,224.8,5.5
16.89,6.94,7.369,2.116,0.1844,0.0821,2.124,403,21.4
17.58,7.626,8.275,2.62,0.2907,0.0781,2.5995,2421.991,243.005
17.13,7.85,7.813,3.26,0.3077,0.1678,2.542,476,202.5
16.75,7.69,7.258,2.823,0.12,0.0364,1.477,227.8,5.6
16.61,6.94,7.292,2.116,0.1844,0.0821,2.124,396.9,23.5
17.29,7.596,8.354,2.62,0.2907,0.0781,2.5995,2347.489,192.481
16.84,7.87,7.438,3.26,0.3247,0.1719,4.051,476.9,277.3
16.45,7.76,7.716,2.639,0.11,0.0289,1.427,229.3,5.1
16.23,6.96,7.37,2.097,0.2072,0.0836,2.188,392.9,24.2
16.96,7.581,8.402,2.35,0.2849,0.0809,2.343,2240.216,127.796
16.71,7.85,7.269,3.56,0.3339,0.168,2.521,487.7,249.3
16.46,7.76,7.605,2.608,0.11,0.0379,1.419,232.4,5.1
15.93,6.95,7.306,2.454,0.2083,0.0796,2.69,393.3,21.5
16.94,7.605,8.308,2.52,0.2927,0.0829,1.3417,1942.927,212.076
16.8,7.87,7.355,2.74,0.3167,0.1512,2.668,493.5,244.2
16.66,7.86,8.151,2.711,0.1,0.0314,1.425,231.3,5.2
15.84,6.95,7.219,2.077,0.1979,0.0757,2.548,390.3,21.3
16.98,7.651,8.494,2.19,0.252,0.0817,2.5047,1858.4,255.765
16.69,7.91,7.527,3.49,0.3418,0.1797,2.657,502.7,271.7
16.36,7.92,8.365,2.751,0.09,0.036,1.446,231.5,5.2
15.93,6.99,7.561,1.836,0.2249,0.0793,2.357,395.7,21
16.93,7.375,7.446,2.44,0.2389,0.0847,2.521,1838.903,371.873
16.35,7.96,7.746,3.46,0.3579,0.1733,2.799,496.9,260.4
15.72,7.82,7.68,2.654,0.12,0.0328,1.445,234.8,5.8
15.41,6.97,7.461,1.855,0.2498,0.0819,2.535,395,21.3
16.72,7.586,7.426,2.64,0.2294,0.0838,2.5061,1830.871,265.971
16.02,7.94,7.785,3.27,0.3458,0.1724,2.699,498.1,253.6
15.27,7.82,7.653,2.598,0.1,0.0313,1.429,238.4,4.9
14.98,6.95,7.22,0.937,0.2643,0.0819,2.29,395,19.9
16.42,7.142,7.55,2.64,0.2294,0.0838,2.5061,1763.034,252.893
15.89,7.93,7.707,3.45,0.3545,0.1656,2.778,502.5,272.5
15.34,7.83,7.636,2.716,0.1,0.0323,1.408,242,5.2
14.36,6.93,7.073,2.01,0.255,0.0802,2.566,397.4,16.8
16.05,7.61,7.612,1.98,0.2223,0.0825,2.5119,1622.872,247.712
15.71,7.91,7.495,3.6,0.2863,0.1732,2.49,516,288.1
15.43,7.88,7.798,2.608,0.1,0.0282,1.448,245.2,4.9
13.94,6.94,7.25,1.981,0.2807,0.0821,3.532,399.6,15.1
16.11,7.624,7.623,2.29,0.2113,0.0857,2.4556,1416.334,365.565
