水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
1.5,8.3,14.57,549,16,1.2,0.025,0.007,0.98
5,8.48,8.73,448,7.1,1.54,0.025,0.005,0.63
1.5,8.13,11.39,741.1,19.3,1.41,0.091,0.03,1.88
1.9,8.47,12.22,754.1,12,1.3,0.064,0.021,2.72
4.5,8.05,7.06,1776.9,15,3.49,0.285,0.005,0.79
0.7,8.45,10.02,780.8,7.4,1.54,0.386,0.041,5.44
1,8.53,11.39,836.3,7.7,1.47,0.122,0.015,3
3.8,8.49,10.37,655.8,2.6,3.04,0.025,0.005,0.79
6.5,8.32,10.63,471.6,63.8,0.25,0.025,0.005,1.96
8.6,8.39,10.22,2191.1,1,0.4,0.025,0.012,11.98
2.8,7.58,9.96,693.2,7.2,2.52,0.036,0.006,0.76
4,7.85,11.66,580.4,22.1,1.87,0.035,0.027,2.49
2.3,8.16,11.16,327,15.6,1.06,0.063,0.011,1.56
0.6,8.07,15.58,221.1,172.2,0.46,0.025,0.009,1.35
4,7.37,9.91,62.6,4.5,0.74,0.025,0.005,0.46
2.7,7.3,13.25,119.8,2.4,1.38,0.033,0.012,0.77
4,7.9,11.98,630.7,2.8,1.46,0.025,0.009,4.91
4.2,7.93,13.82,1070.3,4.3,2.36,0.025,0.024,14.11
6.9,7.45,12.03,916.8,6.6,6.36,0.156,0.107,8.33
9,7.76,11.5,856.2,1.9,6.54,0.036,0.056,14.33
13.1,8,9.83,1214.6,4.3,3.32,0.061,0.055,9.92
5.1,8.42,13.65,1407.5,2.1,4.42,0.03,0.017,0.81
8.8,7.63,11.57,920.4,5.9,2.29,0.084,0.108,7.2
13.1,7.76,11.64,957.7,3,2.7,0.025,0.058,9.49
6.9,7.85,13.05,686.7,3.2,1.46,0.053,0.017,7.44
1.2,7.77,14.6,1192.5,2.7,2.67,0.124,0.033,7.24
2.3,7.82,14.77,1394.5,4.9,3.23,0.207,0.037,7.78
2,8.31,13.53,1348.5,3,3.45,0.979,0.162,9.33
1.6,8.45,13.96,1327.9,6.9,3.7,0.606,0.15,9.22
4.2,8.3,13.12,416,1.3,1.7,0.025,0.005,1.16
0.8,8.3,12.52,480.7,1.4,2.35,0.025,0.005,1.89
1.6,8.14,12.77,504.6,1.3,0.77,0.025,0.005,3.13
0.7,8.38,12.69,768.8,1.3,1.05,0.025,0.005,9.07
4.7,7.89,12.15,787.3,3,1.88,0.025,0.005,4.14
3.6,7.95,9.61,665.8,2.2,1.01,0.31,0.005,11.27
4.8,8.4,13.26,892.1,3.2,3.22,0.222,0.036,2.05
6.8,8.45,14.67,808.5,4.1,3.11,0.153,0.02,1.44
4.4,8.58,16.71,776.7,3.1,4.14,0.08,0.094,2.02
6.8,8.5,16.59,1173.3,3.3,4.3,0.188,0.026,1.53
5.5,8.18,13.74,259.9,1.4,1.24,0.041,0.005,1.26
5.3,8.41,12.78,910.7,4.7,3.69,0.14,0.044,2.57
2.5,8.61,14.25,1182.7,5.4,4.26,0.092,0.073,9.31
1.4,8.14,11.84,653.7,6.3,4.09,0.19,0.02,2.49
2.8,8.32,14.37,1045.6,4.4,3.8,0.192,0.045,9.3
2.4,8.83,29.97,1052.8,4.1,3.91,0.093,0.059,9.89
6.2,8.06,13.39,1701.8,4.5,4.5,0.216,0.074,5.18
6.2,8.77,15.99,13334.3,14,8.85,0.454,0.125,2.45
1.8,8.11,11.65,11311.7,28.1,10.1,0.712,0.152,2.13
3.8,8.48,11.89,1508.2,12.2,6.47,0.394,0.063,3.86
7.6,9.05,18.7,5731,17,10.48,0.175,0.134,3.01
4.6,8.84,16.68,1950.1,12.1,5.42,0.162,0.054,6.92
8.2,9.05,14.77,1830.4,16,7.78,0.276,0.081,6.98
4.5,8.24,11.28,599.9,1.8,2.61,0.267,0.013,2.49
3.2,8.04,13.46,736.9,4.6,0.98,0.027,0.021,12.17
4.2,7.62,12.44,974.8,1.1,2.59,0.184,0.058,12.08
4.1,8.02,13.26,757.4,14,0.97,0.025,0.015,12.07
2.8,7.92,18.83,846.6,7.8,1.99,0.051,0.026,3.34
2.3,8.55,13.15,722.3,14.6,0.85,0.203,0.026,4.68
12.7,8.26,10.05,1430.9,8.5,0.71,0.417,0.043,5.32
6,8.57,11.42,1103.3,16,1.01,0.141,0.021,8.39
4.1,8.68,11.54,624,2.1,1.53,0.03,0.013,2.76
8,7.91,10.34,1643.6,13.3,5.96,1.037,0.181,10.46
2.3,8.16,12.75,636.1,3.5,2.15,0.037,0.012,5.12
3.2,8.34,15.91,1579.2,5.7,4.93,0.868,0.157,11.51
2.1,8.43,18.86,1542,3.3,4.25,0.059,0.025,4.37
3.3,8.29,10.6,749.3,2,1.59,0.361,0.041,5.71
0.7,8.36,15.48,43085.9,40.7,10.71,0.384,0.049,6.8
9.4,8.28,13.37,590.5,1,0.75,0.025,0.005,5.72
4.3,8.07,16.87,733.4,1.2,2.56,0.025,0.005,3.62
3.9,8.42,19.21,1102.5,4.6,2.48,0.128,0.041,5.93
3.7,8.61,19.86,1190.2,5.5,3.31,0.035,0.028,10.92
1.2,8.28,14.13,30790.5,18.4,4.9,1.149,0.114,7.14
7.7,6.07,8.31,39535,34.2,5.3,0.261,0.032,2.95
5.7,8.5,11.16,641.2,3.8,1.65,0.025,0.005,4.34
4.4,8.61,16.48,1162.6,7.3,3.57,0.203,0.042,5.8
3.5,8.76,14.94,1889.9,25.8,4.17,0.838,0.064,8.43
4.1,8.59,13.31,1567.8,22.4,5.06,0.699,0.127,10.7
7,8.12,11.96,857.4,8.3,2.43,0.156,0.116,9.84
3.8,8.12,12.62,1689.7,8.9,2.71,0.063,0.042,5.2
4.6,8.34,12.02,1659.8,6.6,2.82,0.025,0.053,5.99
4.4,8.56,14.32,692.9,1.7,1.91,0.025,0.008,5.28
3.6,8.64,12.48,581.6,9.1,0.47,0.025,0.021,7.07
2.4,8.19,10.24,1139.7,6.5,1.41,0.384,0.005,9.05
0.4,8.83,11.11,1484.1,9.1,2.21,0.611,0.129,9.65
2.5,8.05,7.53,935.1,22.4,1.59,0.565,0.075,7.11
1.8,8.44,13.99,693.7,1.1,1.27,0.025,0.005,8.39
0.9,8.49,12.31,540.9,0.5,1.04,0.025,0.005,2.78
2.5,8.34,13.12,1194.2,0.3,1.11,0.025,0.005,2.59
2.4,8.6,14.12,997.3,2.1,1.45,0.283,0.047,8.02
2,8.23,12.62,1808.3,1.5,2.2,2.898,0.068,9.95
0.2,7.95,10.7,560.2,1.3,1.05,0.025,0.005,5.49
1.8,8.03,11.49,1005.8,12.4,2.82,0.429,0.074,8.81
3.3,8.23,13.16,1007.9,1.2,1.1,0.203,0.048,15.59
0.2,7.97,11.39,692,2.9,1.14,0.025,0.005,8.25
3.6,6.94,3.62,687.1,2.6,0.95,0.073,0.027,11.8
0.8,8.11,13.11,1058.1,5.3,1.19,0.079,0.012,8.54
2.6,7.66,9.72,525.8,1.1,0.25,0.025,0.012,10.16
6.4,7.75,7.27,2485.1,12.7,5.08,0.15,0.042,1.08
2.6,8.86,27.47,2162.4,2.3,5.03,0.075,0.062,2.38
9.7,7.79,8.24,1508.6,10.1,4.16,0.113,0.028,1.38
4.2,8.84,27,10142.7,22.5,9.74,0.573,0.116,2.49
3.6,7.57,11.01,694.9,5.7,2.34,0.025,0.016,1.18
2.8,8.22,12.97,1203.4,4.3,3.41,0.113,0.068,8.99
3.5,8.08,14.81,1034.4,2.8,3.93,0.159,0.084,9.86
4.6,8.48,16.41,1383.6,3.8,4.59,0.2,0.046,2.08
5.2,8.09,12.23,989.8,3.1,3.33,0.056,0.037,4.81
1.7,7.88,13.5,1194,1.1,3.84,1.848,0.079,10.96
5,8.54,12.77,733,13,2.57,0.102,0.019,3.12
2.8,8.78,11.89,685.1,4.4,1.87,0.025,0.007,3.78
5.7,8.39,9.32,1053.3,2,5.44,0.025,0.014,0.67
3.6,8.03,12.04,1384.3,15.1,4.65,0.614,0.103,7.75
2.4,8.44,11.6,772,5.9,1.48,0.025,0.005,2.02
1.6,8.25,9.94,1072.5,12.8,2.24,0.666,0.182,13.09
3.1,8.4,11.75,569.1,7,1.19,0.297,0.065,7.1
7,8.27,8.78,1424.4,2.9,1.63,0.025,0.059,0.62
1.2,8.41,10.6,1053.8,7.5,2.2,0.182,0.059,8.82
2,8.18,7.97,1294.1,22.1,3.12,0.68,0.155,4.51
0.7,8.07,9.14,2080.3,4.9,3.81,0.326,0.047,7.52
3.7,8.55,11.54,617.2,11.2,0.87,0.279,0.04,5.48
2.4,8.07,11.75,758.9,7,1.33,0.044,0.018,5.08
4.6,7.62,8.59,821,4.2,2.05,0.056,0.021,5.84
6,7.79,10.43,725.5,3.7,2.19,0.121,0.023,1.32
4.4,7.92,10.94,1153.7,8.3,2.49,0.487,0.062,10.3
4.2,8.05,11.35,524.4,1.3,2.5,0.04,0.013,1.4
3,7.75,9.46,937.6,12.3,3.22,0.247,0.036,6.17
5.8,7.98,11.25,928.2,7.1,0.98,0.025,0.026,4.82
3.3,8.13,11.56,1186.5,6.4,2.79,0.182,0.044,4.1
0.7,7.6,6.4,856.4,3,1.84,0.104,0.011,2.69
2.4,8.07,12.17,697.9,4.2,0.73,0.025,0.01,3.88
0.5,8.06,11.4,2697.1,20,4.71,1.868,0.059,13.82
2.5,8.37,12.13,1656.6,51.9,5,1.257,0.139,8.14
1.5,8.56,14.04,951.6,17.5,2.45,0.111,0.034,4.07
5.2,8.09,11.04,893.8,26.7,1.21,0.274,0.02,6.24
5,7.74,10.38,1390.5,32.7,5.54,1.282,0.168,5.92
7.2,8.2,8.93,822.6,5.9,0.86,0.187,0.019,2.26
1.4,8.29,10.67,791.4,30.4,1.7,1.415,0.072,6.95
0.6,7.97,8.92,1037.7,25.9,2.36,1.47,0.158,8.44
4.1,7.82,10.21,635.7,7.5,1.06,0.508,0.057,5.4
7.7,7.95,9.39,521.5,2.9,1.18,0.025,0.011,3.93
3.1,8.58,13.15,1483,39.9,3.79,1.538,0.101,8.02
1.5,8.44,11.25,1202.1,19.5,2.34,0.364,0.052,8.28
0.4,8.18,8.42,700.2,18.5,2.27,1.394,0.161,6.58
0.4,8.14,10.22,776,23.3,1.04,0.14,0.045,7.1
0.7,8.34,10.95,1454.6,15,2.37,0.025,0.12,15.53
0.7,7.99,11.43,1161.7,78.4,2.47,0.44,0.212,7.31
1.3,8.38,9.1,1619.5,15.7,1.22,0.025,0.078,9.22
1.1,8.13,12.03,597,1.5,1.52,0.025,0.005,2.91
2.3,8.37,10.67,1078,142.3,1.41,0.071,0.011,3.34
2.6,7.64,9.69,1889.9,5.5,3.39,0.274,0.04,3.59
0.5,8.3,12.71,968.4,548.8,1.12,0.025,0.025,2.81
7.4,6.77,5.72,117.9,2.5,1.49,0.034,0.026,0.16
4.6,7.11,6.15,243.3,11,2.99,0.025,0.063,0.94
0.8,8.3,12.55,980.9,53,1.76,0.025,0.059,3.59
2.7,7.96,9.21,871,13,1.09,0.025,0.007,5.77
0.5,8.47,9.74,980.1,36.6,0.61,0.076,0.014,3.13
10.8,7.11,8.26,998,1.7,5.42,0.526,0.09,8.38
7.3,7.49,12.61,953.4,3,3.02,0.678,0.132,6.98
3.4,7.26,10.77,691.2,12.5,2.78,0.643,0.048,7.62
4.1,7.34,11.48,699.5,12.9,2.2,0.626,0.065,7.16
1.6,7.4,11.03,463.6,0.2,1.29,0.054,0.03,2.72
2,7.74,13.21,581.1,5.2,3.12,1.283,0.112,8.79
0.5,7.97,12.95,526.7,3.5,3.1,0.262,0.071,8.83
2.1,7.97,12.32,667.5,4.6,2.2,0.381,0.097,10.15
4.2,7.41,11.21,124.9,1.1,1.99,0.025,0.01,2.65
4,7.38,13.98,241.6,5.5,0.73,0.138,0.086,6.02
1.1,7.72,8.71,779.7,6.2,2.3,1.194,0.07,6.48
2.1,8.6,14.7,327.2,1,0.98,0.025,0.013,4.29
1.1,8.48,10.23,919.7,32.8,2.66,0.15,0.076,11.64
1.4,7.84,12.56,411.1,0.6,0.46,0.025,0.014,5.22
3.7,7.4,13.36,229,1.1,2.27,0.025,0.027,3.37
1.9,7.85,9.98,589.3,48.7,1.49,0.113,0.085,8.29
1.2,7.42,11.86,620.6,6.1,3.04,1.176,0.136,5.75
3.2,7.42,9.79,259.1,2.2,1.79,0.025,0.015,3.82
1.5,7.56,16.96,267.1,1.2,0.51,0.025,0.02,5.12
3.3,7.92,11.96,302.2,3.2,0.94,0.025,0.012,3.7
2.3,7.66,9.16,267.9,0.8,1.94,0.025,0.012,2.29
1,7.53,13.29,112.1,1.3,0.28,0.025,0.005,3.26
5.4,7.59,11.65,150.6,1.6,2.25,0.049,0.016,1.94
1,7.66,12.67,284,2.3,0.76,0.167,0.024,4.49
3.1,7.34,12.54,277.1,2.4,0.38,0.026,0.008,3.29
2.9,8.21,12.02,797.8,8.7,1.56,0.048,0.022,6.06
1.9,8.01,10.01,848.1,26.8,2.09,0.345,0.054,8.63
4,7.77,14.36,916,3.4,1.69,0.154,0.022,23.05
3.8,8.03,13.63,423.9,11.3,1.2,0.025,0.015,1.91
2.3,8.45,12.96,1343.4,3.4,2.62,0.345,0.096,14.26
4.4,7.33,0.9,1314.8,8.7,3.66,1.462,0.087,18.41
1.3,6.56,14.66,294.7,2.1,0.48,0.025,0.011,8.6
4,7.58,14.52,475.9,6.4,1.77,0.197,0.031,13.92
2.4,7.44,10.87,1050.7,19.7,2.94,2.058,0.119,8.35
0.9,7.95,9.01,468,0.9,0.25,0.025,0.005,4.3
1.4,7.74,11.06,640.9,9.3,1.63,0.657,0.031,6.09
1.6,7.95,8.9,531.2,1.1,0.78,0.025,0.012,6.94
2.6,7.8,22.13,1381.8,7.6,12.89,0.286,0.199,5.35
3.5,7.91,12.28,1201,26.8,3.69,0.724,0.076,10.1
2.4,7.69,12.31,797.9,22.2,2.7,0.626,0.063,6.91
3.2,7.71,11.49,946.7,24.5,3.14,0.562,0.06,6.7
1.5,8.03,15.12,1320.8,8.6,3.33,0.928,0.087,21.61
3.6,7.93,12.52,626.4,4.6,2.06,0.549,0.094,10.31
1.9,7.26,6.45,919.2,14.4,2.74,0.7,0.082,10.89
0.8,7.48,12.24,800.3,63.9,2.75,0.811,0.052,7.7
1.9,7.95,11.66,363.5,4.5,1.91,0.038,0.016,6.1
2.6,7.3,9.68,440.3,2.1,0.92,0.04,0.027,7.39
2.3,8.38,16.38,578.4,8,2.09,0.061,0.018,9.53
0.3,7.05,10.32,501.9,10.8,1.42,0.188,0.046,8.32
0.7,7.55,10.14,639.4,5.5,3.84,0.99,0.1,8.37
1.6,6.9,10.33,294.4,3,0.6,0.042,0.05,7.75
1.7,8.16,13.92,934.3,3.3,1.6,0.025,0.016,13.78
0.5,8.04,13.18,1035.8,7.6,2.63,0.789,0.106,11.18
1,8.16,12.18,1336.9,11.5,2.17,1.749,0.072,24.88
6,7.76,10.99,467.8,3.3,0.61,0.025,0.013,4.74
3.9,7.1,9.92,964.8,7.3,0.9,0.025,0.02,14.61
1.6,7.71,11.39,696.3,2.5,1.87,0.358,0.075,11.9
2.5,7.83,13.39,780.9,1.2,1.52,0.025,0.024,15.1
2.5,8.31,14.27,323.7,18.7,3.3,0.035,0.062,2.89
0.8,7.57,9.64,915.4,26.8,4.56,0.555,0.132,8.42
2.6,7.68,7.38,683.8,8.6,4.18,1.017,0.137,5.65
7.1,7.46,7.54,304.8,8.4,3.53,0.124,0.085,3.19
2.5,7.84,12.64,353.2,2.6,2.9,0.079,0.027,2.03
4.9,7.15,6.01,543.6,10.6,2.26,0.484,0.079,4.34
3.3,7.24,11.23,241,4.7,3.41,0.133,0.045,2.76
5,7.24,7.91,111,3,4.28,0.025,0.028,1.5
1.7,7.3,10.98,116.4,2,4.87,0.025,0.024,1.55
1,6.98,6.65,462.3,4.4,1.25,0.397,0.046,5.97
3.8,8.02,13.56,227.2,3.2,3.19,0.025,0.029,2.37
7,7.22,9.04,199.3,7,3.65,0.025,0.034,2.32
2.7,7.37,10.79,229,6.9,2.22,0.095,0.039,3.16
0.2,7.97,12.1,247,3.6,3.09,0.107,0.036,2.71
0.5,6.49,8.43,248.7,2.6,1.39,0.487,0.038,3.43
3.7,7.39,8.26,407.5,3.2,1.36,0.131,0.046,5.25
4,7.77,12.14,658.8,22.2,2.72,0.285,0.066,7.13
1,7.43,6.23,994.1,3.6,2.59,0.483,0.098,12.84
1,7.71,9.87,1114.2,16.6,5.01,1.173,0.173,12.48
4.3,7.33,5.83,1140.4,9.2,4.77,1.533,0.099,7.84
4.8,7.08,9.71,122.4,3.2,2.16,0.025,0.012,1.37
3.8,7.53,11.44,119.2,2.3,1.63,0.025,0.01,1.74
7.7,8.06,10.1,258.2,1.3,0.25,0.025,0.02,1.13
1.2,7.26,11.14,262.4,11.1,3.55,0.269,0.048,2.88
2.7,6.85,10.47,203.8,33.5,3.2,0.146,0.089,2.55
4.3,8.01,11.77,621.4,5.2,7.8,0.109,0.061,1
2,7.26,12.21,276.4,4.5,2.8,0.084,0.044,2.55
1.9,6.93,9.72,211,4.1,2.66,0.158,0.05,2.56
3,7.44,9.59,100.6,4.9,0.88,0.025,0.128,0.82
2.6,6.9,9.79,263.4,2.6,1.74,0.196,0.044,3.42
4.6,7.49,10.85,435.5,3.8,2.8,0.372,0.075,4.71
2.1,7.05,10.17,221.8,16,2.65,0.143,0.039,0.05
1.8,7.34,13.35,356.8,3.4,2.11,0.978,0.136,3.85
10,7.1,9.74,161.8,2.2,2.62,0.809,0.277,3.53
1.1,8.12,9.86,140.6,4,0.68,0.025,0.102,0.97
5.9,6.78,4.51,365.8,8.4,2.3,0.403,0.238,2.49
3.5,7.31,11.69,74.5,0.8,4.57,0.028,0.019,1.65
0.7,7.25,9.58,351.4,17,3.07,0.213,0.045,3.25
0.9,7.09,7.2,570.4,12.1,2.65,1.475,0.15,5.91
1.9,7.06,5.34,874.8,17.6,3.77,0.727,0.092,5.55
3.7,7.46,9.37,322.7,15.1,3.18,0.216,0.05,3.27
2.2,6.81,6.24,156.1,5.3,2.11,0.031,0.119,1.62
1.4,6.56,7.84,174.4,48.1,2.7,0.025,0.073,1.15
9.5,6.94,9.84,248.1,20.8,5.5,0.025,0.027,0.52
1.3,6.88,6.15,567.3,25.3,3.36,0.123,0.054,3.96
2.9,6.63,8.19,123.6,3.2,7.16,0.026,0.013,0.46
1.3,6.95,7.59,161.4,8.4,1.85,0.112,0.046,0.95
1.7,7.35,12.78,329.8,11.4,3.9,0.224,0.093,3.05
3.8,7.24,9.57,300.8,35.7,4.16,0.136,0.072,1.94
0.7,6.5,5.12,173.1,10.6,3.73,0.067,0.033,1.68
2.9,6.24,6.02,187.5,8.9,1.46,0.782,0.074,3.28
1.7,7.04,10.17,318.2,8.2,2.78,0.174,0.046,2.98
1.8,6.28,8.82,189.4,3.1,2.79,0.13,0.025,2.85
2.7,7.25,9.77,357.6,7.4,3.6,0.203,0.047,3.38
0.7,7.52,11.24,244.3,6.1,5.03,0.116,0.034,2.17
2.4,7.4,9.02,372.1,8.7,4.38,0.159,0.052,3.24
3.3,6.56,6.38,376,6.1,3.38,0.346,0.053,2.83
0.9,6.92,10.61,191,4.1,2.71,0.082,0.059,2.99
3.9,7.4,10.78,136.4,7.2,3.85,0.025,0.054,1.93
2.8,7.65,11.57,127.4,3.4,4.18,0.025,0.039,1.24
0.2,6.86,14.12,192.7,0.8,2,0.128,0.062,2.79
10,6.87,7.58,334.8,19.1,3.53,0.025,0.014,1.07
5.5,7.18,5.42,311.4,3.8,3.26,0.025,0.012,0.9
0.7,6.58,6.92,88.6,0.7,3.6,0.025,0.008,0.34
2.7,6.69,10.11,83.5,7.8,0.71,0.025,0.005,0.39
11.2,7.66,9.79,674.8,43.3,4.65,0.379,0.108,4.19
11,7.56,6.45,750.7,76.9,3.47,0.174,0.124,3.12
8,7.5,9.38,592.2,67.6,3.74,0.315,0.079,2.66
10.2,7.37,9.01,631.7,59.5,3.69,0.597,0.101,3.29
9.1,7.87,9.46,586.3,37.7,3.15,0.342,0.124,3.74
12,8.4,7.88,427.9,36.9,3.72,0.423,0.138,2.5
15.2,7.67,6.88,966.1,82.8,4.75,0.243,0.096,2.99
8.3,8.05,10.86,661.3,239.3,3.99,0.888,0.086,2.22
13,7.79,9.92,792.1,47.1,3.37,0.227,0.054,2.36
8.2,8.22,9.83,645,28.9,3.43,0.233,0.088,2.57
10.6,8.72,10.66,624.6,23,3.52,0.096,0.054,1.94
9.5,7.72,11.34,305.7,35.9,4.06,0.275,0.064,1.39
11.2,7.53,9.03,770.4,18.4,4.76,0.301,0.026,2.74
6,7.89,11.43,1218.2,23.5,5.67,0.281,0.04,2.13
7.6,7.97,11.93,852.6,16.3,5.29,0.222,0.038,2
8.8,7.9,11.85,836.8,12.4,3.11,0.196,0.041,4.24
10.6,7.22,10.2,476.7,11.1,2.13,0.076,0.072,2.04
7.9,8.5,12.34,451.5,9.8,1.99,0.026,0.05,1.81
10,7.87,9.72,409.7,11.5,1.15,0.404,0.105,2.82
11.1,8.2,10.36,387.5,26.8,1.54,0.065,0.084,1.87
7.6,9.3,12.4,417.6,30.7,2.9,0.025,0.05,2.04
5,8,12.19,410.6,74.1,2.21,1.685,0.022,0.92
7,8.32,11.48,521.9,26.1,2.88,0.082,0.06,1.4
7.8,7.66,9.04,615,28.4,3.5,0.284,0.131,3.42
7.6,7.53,9.72,476.8,39.5,3.42,0.319,0.1,3.19
7.1,7.85,11.63,564.3,46.8,4.13,0.3,0.117,2.85
6.6,7.68,12.57,444.8,88.7,2.9,0.025,0.061,1.65
12.3,7.87,10.51,389.2,31.4,1.48,0.092,0.093,2
8.1,7.06,9,193.5,14.6,1.97,0.066,0.03,3.66
8.6,8.06,9.94,588.1,56.6,3.5,0.242,0.079,2.92
10.7,7.79,8.4,452.5,52.8,2.22,0.604,0.136,2.5
5.3,8.24,11.94,776.3,6.6,3.52,0.196,0.05,4.38
5.3,8.59,13.29,962.8,26.4,4.7,0.049,0.06,2.62
5.6,8.19,11.51,1182.7,15.4,5.38,0.115,0.088,3.45
6.7,8.17,11.66,1103.6,7,4.65,0.027,0.043,1.67
9.2,7.93,8.97,1018.9,9.9,4.69,0.064,0.038,1.22
3.9,8.19,11.49,1443.5,4.2,4.32,0.078,0.031,1.14
5.7,8.51,12,818.7,6.5,2.75,0.025,0.037,1.68
6.2,8.23,14.94,919.3,3.4,4.48,0.042,0.033,1.18
3.6,8.41,12.72,967.1,9.3,3.12,0.05,0.035,13.54
6.7,8.18,19.07,864.6,19.2,2.95,0.025,0.017,9.64
10,7.95,10.57,389.5,20,1.4,0.073,0.083,2.08
8.8,8.03,12.72,595,28.9,2.74,0.55,0.116,3.52
10.6,8.16,9.45,414.4,51.9,1.89,0.258,0.12,2.86
9.8,8.05,9.55,433.7,26.6,1.61,0.08,0.09,1.55
7.2,8.21,11.35,429.3,53.2,2.99,0.025,0.036,0.59
6.1,8.36,12.1,473.7,101.8,3.22,0.025,0.046,2.12
10.7,7.52,8.18,693.7,56.9,3.01,0.566,0.107,3.44
7.9,8.6,10.04,565.6,52.8,3.34,0.384,0.096,2.47
7.4,7.78,9.65,667.4,31.3,2.82,0.28,0.057,2.61
11.1,8.26,10.36,409.3,33.7,1.87,0.078,0.081,1.63
9.8,7.91,10.76,378.1,30.5,1.4,0.045,0.074,1.84
8.6,8.08,10.56,459.7,9.3,2.67,0.048,0.022,0.79
7.9,8.12,9.55,490.9,39.8,3.42,0.044,0.023,0.46
8.7,7.29,8.57,394.3,9.7,3.47,0.607,0.073,1.74
10,8.19,11.6,405.2,27.4,1.67,0.025,0.061,2.02
7.4,8.33,11.81,406.3,25.9,2.71,0.025,0.045,1.53
8.7,7.37,8.57,725.8,20.5,3.83,0.694,0.101,4.98
8.4,8.41,9.96,1838.8,17.8,5.57,0.271,0.153,2.38
9.8,8.23,9.95,401.9,79.8,1.4,0.043,0.09,2.13
8,8.5,10.33,925.3,17.1,4.23,0.191,0.115,1.7
7.7,8.05,9.1,591.6,5.1,3.46,0.08,0.048,1.69
8.4,8.15,9.55,846.2,106.8,2.94,0.53,0.145,2.72
9.6,8.63,11.78,2891.3,14.1,6.39,0.338,0.141,3.22
9.1,8.02,7.4,1149.6,22.8,3.91,0.307,0.118,2.47
8.6,8.29,10.25,1652.4,15.7,4.06,0.163,0.128,3.01
9.1,7.77,8.42,2547.3,7.7,5.31,0.381,0.162,3.29
5.1,8.39,11.38,942.6,3,4.83,0.248,0.098,3.44
5.8,7.87,10.38,821.3,17.6,4.46,0.584,0.103,3.11
4.7,8.3,12.38,1244.5,14.4,5.16,0.224,0.083,5.88
6,8.33,6.55,866.3,267.2,6.09,0.678,0.225,3.62
5.9,7.61,10.87,748.6,3.5,3.86,0.378,0.087,4.36
4.6,8.64,14.43,716.9,16.6,3.73,0.027,0.06,1.27
4.4,8.03,14.51,1325.5,4.5,5.77,0.38,0.075,5.94
6.2,7.84,8.71,834.1,41.2,4.43,0.725,0.088,3.48
5,8.34,13.24,637.1,15.3,3.94,0.025,0.042,1.87
3.7,8.52,11.34,1804.1,30.2,6.25,0.625,0.112,6.38
8.3,7.29,9.96,1389.7,2.8,4.86,0.397,0.101,6.39
4.8,8.67,16.38,2245.4,9.1,6.42,0.027,0.08,4.12
4.9,7.77,11.12,796.8,12.1,3.52,0.21,0.065,4.78
5.7,8.33,13.7,609,15,4.42,0.329,0.062,3.39
4.5,7.85,12.16,700,11.1,6.55,0.344,0.079,3.75
4.3,8.3,10.44,1424.5,14.2,4.34,0.286,0.065,4.31
8.1,8.19,9.09,2062.7,32.4,5.3,0.229,0.084,4.25
4.9,7.84,9.16,1146.1,18.4,4.78,0.667,0.11,4.45
4.8,8.58,13.75,810.9,34.8,4.33,0.025,0.071,2.2
6,8.6,13.57,684.8,10.4,4,0.092,0.068,2.29
5.4,8.53,12.02,651.2,9.4,3.98,0.033,0.048,1.27
3.2,7.75,14,605.3,57.6,3.73,0.025,0.051,1.3
4.3,7.97,11.64,783.9,19.2,4.04,0.025,0.038,1.13
6.1,7.83,11.84,534.3,43.3,2.77,0.084,0.061,1.9
5.8,8.66,13.49,512.7,16.5,3.58,0.025,0.048,1.88
15,7.69,9.76,544.3,12.3,2.61,0.101,0.054,2.03
6.2,7.74,9.24,479.3,26.7,3.08,0.727,0.125,2.16
4.9,8.09,12.77,2033,70.4,5.1,0.158,0.114,3
6.4,8.03,8.06,775.7,14.6,3.01,0.091,0.076,2.55
7.2,8,9.14,838.2,52.5,4.09,0.265,0.131,2.32
5.9,8.02,11.67,646,25.4,3.3,0.204,0.073,1.89
5.5,7.94,12.24,880.7,9.9,6.88,0.171,0.158,2.36
8.1,7.97,9.7,504.2,49.8,2.3,0.269,0.105,2.27
8.2,8.04,8.78,726,52.2,3.63,0.44,0.119,3
6,8.01,11.82,903.6,36.6,5.12,0.186,0.158,2.69
6.3,8.12,12.72,1420.8,36.2,6.29,0.05,0.172,2.95
5.7,8.18,11.75,1227.9,32.2,4.32,0.13,0.096,2.95
7.1,8.19,11.34,2694.1,34.4,5.11,0.532,0.134,3.49
4.7,8.44,13.32,855.4,22.6,4.32,0.154,0.074,1.87
7,8.15,9.96,1621.1,13.1,4.04,0.253,0.125,3.53
11,7.62,10.94,378.1,30.6,1.33,0.085,0.091,1.98
5.6,8.4,12.03,590.8,51.8,5.61,0.025,0.076,1.28
8.7,8.11,9.55,437.5,32.6,3.47,0.088,0.043,1.48
8.1,7.92,11.21,371.7,79.6,2.05,0.085,0.114,1.89
8.3,7.68,7.72,493.6,28.5,2.69,0.801,0.176,3.33
10.4,8.09,10.75,381,32.5,1.47,0.083,0.087,1.97
